1356767849,42866JM,NY,COM,07/30/2013,19,DELV,MERCU,P,43490,55690,12590,20131031,104,104,104,945140,0104,0000,0520A,,Q,F,60-03,ELIOT AVE,,0,408,J6,,BBBBBBB,ALL,ALL,BR,0,1997,-,0,,,,,,,,,,,,,
1356767850,44RS90,NY,PAS,07/30/2013,71,MCY,KAWAS,P,56490,14440,14340,20140430,104,104,104,945140,0104,0000,0542P,,Q,O,68-17,MYRTLE AVE,,0,408,C3,,BBBBBBB,ALL,ALL,RED,0,2007,-,0,,,,,,,,,,,,,
1356767904,STMINA,NY,PAS,08/06/2013,68,SUBN,FORD,P,0,0,0,20141114,104,104,104,916772,0104,0000,0447P,,Q,,,E/S 65 PL,1  S/O 68 AVE,0,408,E2,,BYBBBBB,1200A,1200P,BK,0,1998,-,0,,,,,,,,,,,,,
1356767916,GAM6660,NY,PAS,08/07/2013,46,SUBN,CHEVR,P,47290,15090,15240,20140910,104,104,104,916772,0104,0000,0844P,,Q,F,72-07,GRAND AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WH,0,2005,-,0,,,,,,,,,,,,,
1356767930,63144MD,NY,COM,08/08/2013,78,VAN,FRUEH,P,12540,12490,35780,20131231,104,104,104,916772,0104,0000,0910P,,Q,O,62-14,60 LA,,0,408,D3,,BBBBBBB,0900P,0500A,WH,0,2014,-,0,,,,,,,,,,,,,
1356767941,62728MC,NY,COM,08/08/2013,85,VAN,FORD,P,12250,40404,40404,20140831,104,104,104,916772,0104,0000,1115P,0615P,Q,F,57-46,59 DR,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,,,,,,,,,
1356768076,GDN6911,NY,PAS,07/23/2013,50,SUBN,ACURA,P,13870,58310,14740,20150426,104,104,104,926875,0104,0000,0830A,,Q,O,6901,66 PLACE,,0,408,C3,,BBBBBBB,ALL,ALL,MR,0,2007,-,0,,,,,,,,,,,,,
1356768090,T521336C,NY,SRF,07/31/2013,72,SDN,LINCO,P,63640,55490,48290,20131231,104,104,104,926875,0104,0000,0935A,,Q,F,12,ST JOHNS ROAD,,0,408,E3,,BBBBBBB,ALL,ALL,BLUE,0,2003,-,0,,,,,,,,,,,,,
1356768155,8988JX,NY,COM,08/13/2013,46,DELV,FORD,P,46190,14490,14740,20140228,104,104,104,926875,0104,0000,0814A,,Q,O,69-08,FRESH POND ROAD,,0,408,J6,,BBBBBBB,ALL,ALL,WH,0,2008,-,0,,,,,,,,,,,,,
1356768167,78792JW,NY,COM,08/15/2013,46,DELV,MERCU,P,39690,65770,14640,20131031,104,104,104,926875,0104,0000,1208P,,Q,F,7981,COOPER AVENUE,,0,408,F3,,BBBBBBB,ALL,ALL,BROWN,0,2007,-,0,,,,,,,,,,,,,
