1349995873,GBJ3262,NY,PAS,08/03/2013,74,SUBN,BMW,P,0,0,0,20141010,113,113,113,934482,0113,0000,0228P,,Q,I,,S/E C/O 147 STREET,133 AVE,0,408,J6,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,,,,,,,,,
1349995897,SHAMAH2,NY,SRF,08/03/2013,74,SUBN,TOYOT,P,21070,23490,23640,20130908,113,113,113,934482,0113,0000,1147A,,Q,F,153-08,118 AVE,,0,408,J6,,BBBBBBB,ALL,ALL,GRAY,0,2007,-,0,,,,,,,,,,,,,
1349995927,GEC2324,NY,PAS,07/27/2013,74,SDN,ACURA,P,21520,22690,22740,20150327,113,113,113,934482,0113,0000,0255P,,Q,O,140-14,123 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,2003,-,0,,,,,,,,,,,,,
1349995988,GCZ8637,NY,PAS,08/03/2013,74,SUBN,L/R,P,0,0,0,20141114,113,113,113,942045,0113,0000,0240P,,Q,,,C/O SUTTER AVE,142 ST,0,408,J6,,BBBBBBB,ALL,ALL,RED,0,2007,-,0,,,,,,,,,,,,,
1349996002,GHM7434,NY,PAS,08/05/2013,71,SDN,NISSA,P,22190,23350,40453,20150618,113,113,113,942045,0113,0000,0840A,,Q,O,151-60,135TH AVE,,0,408,J6,,BBBBBBB,ALL,ALL,GRY,0,2002,-,0,,,,,,,,,,,,,
1349996014,XHF7719,PA,PAS,08/05/2013,66,TRLR,,P,24970,21870,21900,20131231,113,113,113,942045,0113,0000,0920A,,Q,O,130-12,178 ST,,0,408,J6,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,,,,,,,,,
1349996180,GGP1393,NY,PAS,07/20/2013,14,SDN,ME/BE,P,21870,57190,35780,20150602,113,113,113,947581,0113,0000,0945P,,Q,F,163-15,130 AVE,,0,408,C3,,BBBBBBB,ALL,ALL,BLACK,0,2010,-,0,,,,,,,,,,,,,
1349996191,GGN1002,NY,PAS,07/20/2013,46,SUBN,FORD,P,21870,40404,40404,20140930,113,113,113,947581,0113,0000,1005P,0945P,Q,,103-49,130 AVENUE,,20130720,408,C,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,,,,,,,,,
1349996208,7747L8,MD,PAS,07/21/2013,50,SDN,OLDSM,P,50820,21290,61000,20150731,113,113,113,947581,0113,0000,0717P,0710P,Q,F,121-02,IRWIN PLACE,,0,408,K6,,BBBBBBB,ALL,ALL,BLACK,0,1989,-,0,,,,,,,,,,,,,
1350006385,5962J9,OK,PAS,08/02/2013,78,TRLR,,P,55590,20890,45290,0,113,113,113,947740,0113,0000,0349A,,Q,O,116-08,MERRICK,,0,408,F1,,BBBBBBB,ALL,ALL,WHT,0,0,-,0,,,,,,,,,,,,,
1350006397,958152,DE,PAS,08/12/2013,19,SDN,CHRYS,P,24810,36990,20440,0,113,113,113,947740,0113,0000,0126A,,Q,F,110-08,174 ST,,0,408,J6,,BBBBBBB,ALL,ALL,TAN,0,0,-,0,,,,,,,,,,,,,
1350006403,GBZ7430,NY,PAS,08/01/2013,40,SDN,HONDA,P,0,0,0,20141017,113,113,113,933861,0113,0000,1240A,,Q,F,,C/O BELKANP ST,MERRICK BLVD,0,408,J6,,BBBBBBB,ALL,ALL,GRAY,0,1994,-,1,,,,,,,,,,,,,
1350006415,GBZ7430,NY,PAS,08/01/2013,46,SDN,HONDA,P,55590,21885,35670,20141017,113,113,113,933861,0113,0000,1240A,,Q,O,131-31,MERRICK BLVD,,0,408,K5,,BBBBBBB,ALL,ALL,GRAY,0,1994,-,0,,,,,,,,,,,,,
1350006646,85540MC,NY,COM,07/29/2013,78,VAN,FORD,P,44690,20790,20830,20150228,113,113,113,948017,0113,0000,0240A,,Q,O,115-03,FARMERS BLVD,,0,408,K5,,BBBBBBB,0900P,0500A,WHITE,0,2003,-,0,,,,,,,,,,,,,
1350006658,85540MC,NY,COM,07/29/2013,85,VAN,FORD,P,44690,20790,20830,20150228,113,113,113,942017,0113,0000,0240A,,Q,O,115-03,FARMERS BLVD,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,2003,-,0,,,,,,,,,,,,,
1350006695,75737MC,NY,COM,08/05/2013,78,VAN,CHEVR,P,0,0,0,20150430,113,113,113,942017,0113,0000,0255A,,Q,I,,C/O JORDAN AVE,FARMERS BLVD,0,408,J2,,BBBBBBB,0900P,0500A,WHITE,0,2013,-,0,,,,,,,,,,,,,
1350006786,ZCT4068,PA,PAS,07/13/2013,78,VAN,FORD,X,0,0,0,0,113,113,113,944592,0113,0000,0215A,,Q,F,,C/O 137 AVE,160 ST,0,408,K6,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,,,,,,,,,
1350166571,K478568,IL,PAS,07/24/2013,46,SUBN,HONDA,P,6030,5680,5780,0,0078,78,78,943806,0078,0000,0840A,,K,F,405,9 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,,,,,,,,,
1350166686,GFC8774,NY,PAS,08/08/2013,14,SUBN,HONDA,X,0,40404,40404,20130403,0078,78,78,941924,0078,0000,0455P,,K,O,145,PROSPECT PKW,,0,408,F1,,YYYYYYY,0800A,1000P,GY,0,2003,-,0,,,,,,,,,,,,,
1350166698,V94BPH,99,PAS,07/24/2013,20,SDN,ACURA,P,5580,43130,5080,20170131,0078,78,78,941924,0078,0000,0652P,,K,F,269,5 AVE,,0,408,C,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,,,,,,,,,
1350166730,GWR2193,NY,PAS,07/24/2013,20,SDN,MERCU,P,5580,43130,5080,20131025,0078,78,78,941924,0078,0000,0925P,,K,F,269,5 AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0,1999,-,0,,,,,,,,,,,,,
1350166741,GGS5817,NY,PAS,07/24/2013,14,SUBN,SUZUK,P,0,40404,40404,20150530,0078,78,78,941924,0078,0000,0915P,,K,O,145,PROSPECT PKW,,0,408,D,,YYYYYBB,0800A,1000P,GY,0,2001,-,0,,,,,,,,,,,,,
1350167198,JGS1914,PA,PAS,07/23/2013,14,SDN,TOYOT,P,5580,43130,5080,20140228,0078,78,78,950707,0078,0000,0935P,0933P,K,O,276,5 AVE,,20130723,408,C,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,,,,,,,,,
1350167472,GGF4256,NY,PAS,07/27/2000,14,SUBN,CHEVR,P,72630,6030,6130,20150612,0078,78,78,925006,0078,0000,0424P,,K,O,145,PROSPECT PARK WEST,,0,408,C3,,BBBBBBB,0800A,1000P,WH,0,2009,-,0,,,,,,,,,,,,,
1350167484,7204FL,CT,PAS,07/27/2013,14,SDN,TOYOT,P,0,40404,40404,0,0078,78,78,925006,0078,0000,0420P,,K,O,145,PROSPECT PKW,,0,408,C,,YYYYYYY,0800A,1000P,GY,0,0,-,0,,,,,,,,,,,,,
1350167629,MELINN,NY,PAS,07/28/2013,20,SDN,CHEVR,X,24230,5280,5430,20131029,0078,78,78,948792,0078,0000,0544A,,K,O,324,BUTLER ST,,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0,2008,-,0,,,,,,,,,,,,,
1350167630,373QCM,FL,PAS,07/28/2013,40,SDN,CADIL,X,5930,5580,5680,0,0078,78,78,948792,0078,0000,0311A,,K,F,293,8 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,,,,,,,,,
1350167654,T619804C,NY,SRF,08/04/2013,40,SDN,TOYOT,P,86530,5430,5580,20140131,0078,78,78,948792,0078,0000,0131A,,K,F,654,UNION ST,,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0,2007,-,5,,,,,,,,,,,,,
1350167666,H13DFH,QB,PAS,08/02/2013,16,SUBN,SUZUK,X,86530,5280,5430,0,0078,78,78,948792,0078,0000,0237A,,K,F,625,UNION ST,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,,,,,,,,,
1350167678,P92585,MA,PAS,08/05/2013,40,SUBN,FORD,X,5930,5280,5430,0,0078,78,78,948792,0078,0000,0345A,,K,F,205,8 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,0,-,3,,,,,,,,,,,,,
1350170598,853IF2,MA,PAS,07/23/2013,46,SUBN,HONDA,P,0,0,0,0,0078,78,78,933604,0078,0000,0250P,,K,F,,C/O BALTIC ST,5 AVE,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,,,,,,,,,
1350170689,GCP8112,NY,PAS,07/24/2013,74,SUBN,CHRYS,P,0,0,0,20141014,0078,78,78,933604,0078,0000,0920A,,K,,,N/B FLATBUSH AVE,GAP,0,408,F1,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,,,,,,,,,
1350170744,T452993C,NY,SRF,07/26/2013,40,SDN,LINCO,P,0,0,0,20140531,0078,78,78,933604,0078,0000,1145A,,K,,,C/O DEGRAW ST,3RD AVE,0,408,C,,BBBBBBB,ALL,ALL,,0,2007,-,0,,,,,,,,,,,,,
1350171566,GFC8844,NY,PAS,07/28/2013,14,VAN,TOYOT,X,72630,6030,6130,20150408,0078,78,78,949639,0078,0000,0350P,,K,O,145,PROSPECT PARK WEST,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,,,,,,,,,
1350176692,GBU8793,NY,PAS,07/31/2013,14,SUBN,ROVER,P,72630,6030,6130,20140921,0078,78,78,934801,0078,0000,0232P,,K,O,145,PROSPECT PARK WEST,,0,408,C3,,YYYYYYY,0800A,1000P,BLACK,0,2010,-,0,,,,,,,,,,,,,
1350176710,GJC5505,NY,PAS,08/05/2013,19,SDN,SUBAR,X,5780,5230,5380,20130811,0078,78,78,934801,0078,0000,1253P,,K,F,203,7 AVE,,0,408,D1,,BBBBBBB,ALL,ALL,BLUE,0,2013,-,0,,,,,,,,,,,,,
1350176722,57512MA,NY,COM,08/06/2013,45,VAN,FORD,P,5430,43130,5080,20131130,0078,78,78,934801,0078,0000,0830A,,K,O,290,4 AVE,,0,408,M1,,BBBBBBB,ALL,ALL,WHITE,0,2008,-,0,,,,,,,,,,,,,
1350181651,ERP2257,NY,PAS,07/23/2013,40,SDN,HONDA,P,5830,5130,5280,20150919,0078,78,78,949131,0078,0000,1045A,,K,F,201,7TH STREET,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0,1995,-,0,,,,,,,,,,,,,
1350181675,GGF3233,NY,PAS,07/26/2013,46,SUBN,HONDA,X,6030,5780,5880,20150602,0078,78,78,949131,0078,0000,0906A,,K,F,477,9TH STREET,,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,2007,-,0,,,,,,,,,,,,,
1350181687,GDX7807,NY,PAS,07/23/2013,20,SUBN,AUDI,P,13430,5580,5680,20150402,0078,78,78,949131,0078,0000,0250P,,K,F,625,ATLANTIC AVE,,0,408,F1,,YYYYYYY,0700A,1200A,SILVE,0,2013,-,0,,,,,,,,,,,,,
1350182564,EKV8198,NY,PAS,07/23/2013,21,SDN,CADIL,P,5830,5780,5880,20141204,0078,78,78,949575,0078,0000,0943A,,K,F,526,7TH ST,,0,408,D1,,BYBBBBB,0900A,1030A,BLK,0,2005,-,0,,,,,,,,,,,,,
